Date,Open,High,Low,Close,Volume,Currency
2017-12-25,536.127014160156,575.159973144531,511.026000976563,558.835998535156,139364992,USD
2017-12-26,559.9990234375,573.984008789062,551.843994140625,573.984008789062,139396992,USD
2017-12-27,574.163024902344,590.163024902344,540.617004394531,554.072998046875,143216992,USD
2017-12-28,552.575988769531,560.120971679688,490.398010253906,507.265014648438,129796000,USD
2017-12-29,507.970001220703,601.497985839844,483.989013671875,571.898986816406,227427008,USD
2017-12-30,574.099975585937,574.099975585937,478.660003662109,486.454986572266,143776000,USD
2017-12-31,482.819000244141,516.359985351563,478.625,505.510986328125,95277104,USD
2018-01-01,508.001007080078,621.68798828125,489.341003417969,577.192993164063,234555008,USD
2018-01-02,578.075988769531,624.968017578125,576.0009765625,583.505981445313,207114000,USD
2018-01-03,581.293029785156,593.674011230469,561.580993652344,581.888977050781,152736000,USD
2018-01-04,583.080993652344,601.994995117188,539.10400390625,595.190002441406,166095008,USD
2018-01-05,590.867980957031,606.106994628906,573.831970214844,588.85498046875,158978000,USD
2018-01-06,587.911010742188,780.835021972656,578.689025878906,764.257019042969,305643008,USD
2018-01-07,756.372009277344,955.265014648438,750.390014648437,880.760986328125,542980992,USD
2018-01-08,884.27197265625,896.281005859375,601.872985839844,695.492004394531,282955008,USD
2018-01-09,693.241027832031,723.286987304688,644.057006835938,672.783996582031,213920992,USD
2018-01-10,672.393981933594,728.455017089844,630.142028808594,721.401977539063,245168000,USD
2018-01-11,719.10400390625,729.012023925781,609.455993652344,646.598022460938,221531008,USD
2018-01-12,651.177001953125,719.567016601563,622.286010742188,700.809020996094,185898000,USD
2018-01-13,703.757019042969,721.625,693.476989746094,701.5830078125,151404992,USD
2018-01-14,701.846984863281,720.034973144531,652.390014648438,675.755981445313,142911008,USD
2018-01-15,671.731994628906,685.822998046875,627.994018554687,627.994018554687,157346000,USD
2018-01-16,627.143005371094,685.684020996094,460.101989746094,513.658996582031,283879008,USD
2018-01-17,509.268005371094,528.828002929687,397.975006103516,496.816986083984,171892000,USD
2018-01-18,497.678009033203,540.890014648438,484.210998535156,490.0830078125,128385000,USD
2018-01-19,486.592987060547,553.117980957031,482.911010742188,524.336975097656,163175008,USD
2018-01-20,528.864013671875,565.22802734375,518.560974121094,557.598999023438,126555000,USD
2018-01-21,559.723999023437,561.807983398438,479.295989990234,487.018005371094,94691696,USD
2018-01-22,492.553985595703,507.231994628906,416.303985595703,446.7919921875,78727104,USD
2018-01-23,446.398986816406,468.723999023438,406.747985839844,442.002014160156,79187400,USD
2018-01-24,442.119995117188,465.265991210937,428.282989501953,451.72900390625,78432400,USD
2018-01-25,457.584991455078,475.455993652344,451.968994140625,472.972991943359,85020800,USD
2018-01-26,473.683990478516,491.466003417969,429.647003173828,456.944000244141,87992704,USD
2018-01-27,456.531005859375,465.779998779297,437.084014892578,451.694000244141,71220400,USD
2018-01-28,453.468994140625,476.908996582031,453.468994140625,471.986999511719,74527600,USD
2018-01-29,471.433990478516,476.641998291016,443.141998291016,448.614990234375,75045800,USD
2018-01-30,448.921997070313,448.921997070313,381.446990966797,383.473999023437,77962096,USD
2018-01-31,383.864990234375,398.265991210937,362.596008300781,397.881988525391,77064800,USD
2018-02-01,399.257995605469,409.401000976563,367.089996337891,400.743011474609,117572000,USD
2018-02-02,398.829010009766,398.829010009766,306.528991699219,383.549987792969,113633000,USD
2018-02-03,384.506011962891,405.032012939453,345.662994384766,388.545989990234,53483300,USD
2018-02-04,388.725006103516,404.098999023438,333.993988037109,346.911987304687,45202600,USD
2018-02-05,343.019989013672,349.358001708984,281.135986328125,303.605010986328,56414800,USD
2018-02-06,307.346008300781,375.391998291016,262.304992675781,372.385009765625,140867008,USD
